,,,,,,,,,,,,,,,,,,,,,,,,,Inferior Colliculus (Mba)    MBA:4,gigantocellular reticular nucleus-ventral part (paxrat)    PAXRAT:338
,,,,,,,,,,,,,,,,,,,,,,,,,"Inferior Colliculus, Central Nucleus (Mba)    MBA:811",globus pallidus (paxrat)    PAXRAT:339
,,,,,,,,,,,,,,,,,,,,,,,,,"Inferior Colliculus, Dorsal Nucleus (Mba)    MBA:820",glomerular layer of the accessory olfactory bulb (paxrat)    PAXRAT:340
,,,,,,,,,,,,,,,,,,,,,,,,,"Inferior Colliculus, External Nucleus (Mba)    MBA:828",glomerular layer of the olfactory bulb (paxrat)    PAXRAT:341
,,,,,,,,,,,,,,,,,,,,,,,,,Inferior Olivary Complex (Mba)    MBA:83,glossopharyngeal nerve (paxrat)    PAXRAT:342
,,,,,,,,,,,,,,,,,,,,,,,,,Inferior Salivatory Nucleus (Mba)    MBA:106,gracile fasciculus (paxrat)    PAXRAT:343
,,,,,,,,,,,,,,,,,,,,,,,,,Infracerebellar Nucleus (Mba)    MBA:372,gracile nucleus (paxrat)    PAXRAT:344
,,,,,,,,,,,,,,,,,,,,,,,,,Infralimbic Area (Mba)    MBA:44,granular cell layer of the olfactory bulb (paxrat)    PAXRAT:345
,,,,,,,,,,,,,,,,,,,,,,,,,"Infralimbic Area, Layer 1 (Mba)    MBA:707",granular insular cortex (paxrat)    PAXRAT:346
,,,,,,,,,,,,,,,,,,,,,,,,,"Infralimbic Area, Layer 2 (Mba)    MBA:747",granular layer of the dentate gyrus (paxrat)    PAXRAT:347
,,,,,,,,,,,,,,,,,,,,,,,,,"Infralimbic Area, Layer 2/3 (Mba)    MBA:556",granule cell layer of cochlear nuclei (paxrat)    PAXRAT:348
,,,,,,,,,,,,,,,,,,,,,,,,,"Infralimbic Area, Layer 5 (Mba)    MBA:827",granule cell layer of the accessory olfactory bulb (paxrat)    PAXRAT:349
,,,,,,,,,,,,,,,,,,,,,,,,,"Infralimbic Area, Layer 6A (Mba)    MBA:1054",granule cell layer of the cerebellum (paxrat)    PAXRAT:350
,,,,,,,,,,,,,,,,,,,,,,,,,"Infralimbic Area, Layer 6B (Mba)    MBA:1081",habenular commissure (paxrat)    PAXRAT:351
,,,,,,,,,,,,,,,,,,,,,,,,,Interanterodorsal Nucleus Of The Thalamus (Mba)    MBA:1113,hilus of the dentate gyrus (paxrat)    PAXRAT:352
,,,,,,,,,,,,,,,,,,,,,,,,,Interanteromedial Nucleus Of The Thalamus (Mba)    MBA:1120,hippocampal fissure (paxrat)    PAXRAT:353
,,,,,,,,,,,,,,,,,,,,,,,,,Interbrain (Mba)    MBA:1129,hypoglossal nucleus (paxrat)    PAXRAT:354
,,,,,,,,,,,,,,,,,,,,,,,,,Intercalated Amygdalar Nucleus (Mba)    MBA:1105,hypoglossal nucleus-geniohyoid part (paxrat)    PAXRAT:355
,,,,,,,,,,,,,,,,,,,,,,,,,Intercollicular Nucleus (Mba)    MBA:549009207,indusium griseum (paxrat)    PAXRAT:356
,,,,,,,,,,,,,,,,,,,,,,,,,Interfascicular Nucleus Raphe (Mba)    MBA:12,inferior cerebellar peduncle (restiform body) (paxrat)    PAXRAT:357
,,,,,,,,,,,,,,,,,,,,,,,,,Intergeniculate Leaflet Of The Lateral Geniculate Complex (Mba)    MBA:27,inferior cerebellar peduncle decussation (paxrat)    PAXRAT:358
,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate Geniculate Nucleus (Mba)    MBA:563807439,inferior colliculus (paxrat)    PAXRAT:359
,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate Reticular Nucleus (Mba)    MBA:136,inferior olive (paxrat)    PAXRAT:360
,,,,,,,,,,,,,,,,,,,,,,,,,Intermediodorsal Nucleus Of The Thalamus (Mba)    MBA:59,inferior olive-beta subnucleus (paxrat)    PAXRAT:361
,,,,,,,,,,,,,,,,,,,,,,,,,Interpeduncular Fossa (Mba)    MBA:624,inferior olive-cap of Kooy of the medial nucleus (paxrat)    PAXRAT:362
,,,,,,,,,,,,,,,,,,,,,,,,,Interpeduncular Nucleus (Mba)    MBA:100,inferior olive-dorsal nucleus (paxrat)    PAXRAT:363
,,,,,,,,,,,,,,,,,,,,,,,,,"Interpeduncular Nucleus, Apical (Mba)    MBA:607344842",inferior olive-dorsomedial cell group (paxrat)    PAXRAT:364
,,,,,,,,,,,,,,,,,,,,,,,,,"Interpeduncular Nucleus, Caudal (Mba)    MBA:607344838",inferior olive-medial nucleus (paxrat)    PAXRAT:365
,,,,,,,,,,,,,,,,,,,,,,,,,"Interpeduncular Nucleus, Dorsolateral (Mba)    MBA:607344858",inferior olive-principal nucleus (paxrat)    PAXRAT:366
,,,,,,,,,,,,,,,,,,,,,,,,,"Interpeduncular Nucleus, Dorsomedial (Mba)    MBA:607344854",inferior olive-subnucleus A of medial nucleus (paxrat)    PAXRAT:367
,,,,,,,,,,,,,,,,,,,,,,,,,"Interpeduncular Nucleus, Intermediate (Mba)    MBA:607344850",inferior olive-subnucleus B of medial nucleus (paxrat)    PAXRAT:368
,,,,,,,,,,,,,,,,,,,,,,,,,"Interpeduncular Nucleus, Lateral (Mba)    MBA:607344846",inferior olive-subnucleus C of medial nucleus (paxrat)    PAXRAT:369
,,,,,,,,,,,,,,,,,,,,,,,,,"Interpeduncular Nucleus, Rostral (Mba)    MBA:607344834",inferior olive-ventrolateral protrusion (paxrat)    PAXRAT:370
,,,,,,,,,,,,,,,,,,,,,,,,,"Interpeduncular Nucleus, Rostrolateral (Mba)    MBA:607344862",inferior salivatory nucleus (paxrat)    PAXRAT:371
,,,,,,,,,,,,,,,,,,,,,,,,,Interposed Nucleus (Mba)    MBA:91,infracerebellar nucleus (paxrat)    PAXRAT:372
,,,,,,,,,,,,,,,,,,,,,,,,,Interstitial Nucleus Of Cajal (Mba)    MBA:67,infralimbic cortex (paxrat)    PAXRAT:373
,,,,,,,,,,,,,,,,,,,,,,,,,Interstitial Nucleus Of The Vestibular Nerve (Mba)    MBA:76,infundibular recess (paxrat)    PAXRAT:374
,,,,,,,,,,,,,,,,,,,,,,,,,Intertrigeminal Nucleus (Mba)    MBA:549009227,infundibular stem (paxrat)    PAXRAT:375
,,,,,,,,,,,,,,,,,,,,,,,,,Intralaminar Nuclei Of The Dorsal Thalamus (Mba)    MBA:51,inner blade of the dentate gyrus (paxrat)    PAXRAT:376
,,,,,,,,,,,,,,,,,,,,,,,,,Islands Of Calleja (Mba)    MBA:481,interanterodorsal thalamic nucleus (paxrat)    PAXRAT:377
,,,,,,,,,,,,,,,,,,,,,,,,,Isocortex (Mba)    MBA:315,interanteromedial thalamic nucleus (paxrat)    PAXRAT:378
,,,,,,,,,,,,,,,,,,,,,,,,,Koelliker-Fuse Subnucleus (Mba)    MBA:123,intercalated amygdaloid nucleus-main part (paxrat)    PAXRAT:379
,,,,,,,,,,,,,,,,,,,,,,,,,Lateral Amygdalar Nucleus (Mba)    MBA:131,intercalated nuclei of the amygdala (paxrat)    PAXRAT:380
,,,,,,,,,,,,,,,,,,,,,,,,,Lateral Dorsal Nucleus Of Thalamus (Mba)    MBA:155,intercalated nucleus of the medulla (paxrat)    PAXRAT:381
,,,,,,,,,,,,,,,,,,,,,,,,,Lateral Group Of The Dorsal Thalamus (Mba)    MBA:138,intercollicular nucleus (paxrat)    PAXRAT:382
,,,,,,,,,,,,,,,,,,,,,,,,,Lateral Habenula (Mba)    MBA:186,intercrural fissure (paxrat)    PAXRAT:383
,,,,,,,,,,,,,,,,,,,,,,,,,Lateral Hypothalamic Area (Mba)    MBA:194,interfascicular nucleus (paxrat)    PAXRAT:384
,,,,,,,,,,,,,,,,,,,,,,,,,Lateral Mammillary Nucleus (Mba)    MBA:210,intergeniculate leaf (paxrat)    PAXRAT:385
,,,,,,,,,,,,,,,,,,,,,,,,,Lateral Posterior Nucleus Of The Thalamus (Mba)    MBA:218,intermediate endopiriform nucleus (paxrat)    PAXRAT:386
,,,,,,,,,,,,,,,,,,,,,,,,,Lateral Preoptic Area (Mba)    MBA:226,intermediate gray layer of the superior colliculus (paxrat)    PAXRAT:387
,,,,,,,,,,,,,,,,,,,,,,,,,Lateral Reticular Nucleus (Mba)    MBA:235,intermediate interstitial nucleus of the medial longitudinal fasciculus (paxrat)    PAXRAT:388
,,,,,,,,,,,,,,,,,,,,,,,,,"Lateral Reticular Nucleus, Magnocellular Part (Mba)    MBA:955",intermediate lobe of pituitary (paxrat)    PAXRAT:389
,,,,,,,,,,,,,,,,,,,,,,,,,"Lateral Reticular Nucleus, Parvicellular Part (Mba)    MBA:963",intermediate nucleus of the lateral lemniscus (paxrat)    PAXRAT:390
,,,,,,,,,,,,,,,,,,,,,,,,,Lateral Septal Complex (Mba)    MBA:275,intermediate reticular nucleus (paxrat)    PAXRAT:391
,,,,,,,,,,,,,,,,,,,,,,,,,Lateral Septal Nucleus (Mba)    MBA:242,intermediate reticular nucleus-alpha part (paxrat)    PAXRAT:392
,,,,,,,,,,,,,,,,,,,,,,,,,"Lateral Septal Nucleus, Caudal (Caudodorsal) Part (Mba)    MBA:250",intermediate white layer of the superior colliculus (paxrat)    PAXRAT:393
,,,,,,,,,,,,,,,,,,,,,,,,,"Lateral Septal Nucleus, Rostral (Rostroventral) Part (Mba)    MBA:258",intermediodorsal thalamic nucleus (paxrat)    PAXRAT:394
,,,,,,,,,,,,,,,,,,,,,,,,,"Lateral Septal Nucleus, Ventral Part (Mba)    MBA:266",intermediolateral cell column of the spinal cord (paxrat)    PAXRAT:395
,,,,,,,,,,,,,,,,,,,,,,,,,Lateral Strip Of Striatum (Mba)    MBA:549009199,intermediomedial cell column (paxrat)    PAXRAT:396
,,,,,,,,,,,,,,,,,,,,,,,,,Lateral Tegmental Nucleus (Mba)    MBA:283,intermedioventral thalamic commissure (paxrat)    PAXRAT:397
,,,,,,,,,,,,,,,,,,,,,,,,,Lateral Terminal Nucleus Of The Accessory Optic Tract (Mba)    MBA:66,intermedius nucleus of the medulla (paxrat)    PAXRAT:398
,,,,,,,,,,,,,,,,,,,,,,,,,Lateral Vestibular Nucleus (Mba)    MBA:209,internal arcuate fibers (paxrat)    PAXRAT:399
,,,,,,,,,,,,,,,,,,,,,,,,,Lateral Visual Area (Mba)    MBA:409,internal capsule (paxrat)    PAXRAT:400
,,,,,,,,,,,,,,,,,,,,,,,,,"Lateral Visual Area, Layer 1 (Mba)    MBA:421",internal carotid artery (paxrat)    PAXRAT:401
,,,,,,,,,,,,,,,,,,,,,,,,,"Lateral Visual Area, Layer 2/3 (Mba)    MBA:973",internal medullary lamina (paxrat)    PAXRAT:402
,,,,,,,,,,,,,,,,,,,,,,,,,"Lateral Visual Area, Layer 4 (Mba)    MBA:573",internal plexiform layer of the olfactory bulb (paxrat)    PAXRAT:403
,,,,,,,,,,,,,,,,,,,,,,,,,"Lateral Visual Area, Layer 5 (Mba)    MBA:613",interoculomotor nucleus (paxrat)    PAXRAT:404
,,,,,,,,,,,,,,,,,,,,,,,,,"Lateral Visual Area, Layer 6A (Mba)    MBA:74",interpeduncular fossa (paxrat)    PAXRAT:405
,,,,,,,,,,,,,,,,,,,,,,,,,"Lateral Visual Area, Layer 6B (Mba)    MBA:121",interpeduncular nucleus (paxrat)    PAXRAT:406
,,,,,,,,,,,,,,,,,,,,,,,,,Laterodorsal Tegmental Nucleus (Mba)    MBA:162,interpeduncular nucleus-apical subnucleus (paxrat)    PAXRAT:407
,,,,,,,,,,,,,,,,,,,,,,,,,Laterointermediate Area (Mba)    MBA:312782574,interpeduncular nucleus-caudal subnucleus (paxrat)    PAXRAT:408
,,,,,,,,,,,,,,,,,,,,,,,,,"Laterointermediate Area, Layer 1 (Mba)    MBA:312782578",interpeduncular nucleus-dorsolateral subnucleus (paxrat)    PAXRAT:409
,,,,,,,,,,,,,,,,,,,,,,,,,"Laterointermediate Area, Layer 2/3 (Mba)    MBA:312782582",interpeduncular nucleus-dorsomedial subnucleus (paxrat)    PAXRAT:410
,,,,,,,,,,,,,,,,,,,,,,,,,"Laterointermediate Area, Layer 4 (Mba)    MBA:312782586",interpeduncular nucleus-intermediate subnucleus (paxrat)    PAXRAT:411
,,,,,,,,,,,,,,,,,,,,,,,,,"Laterointermediate Area, Layer 5 (Mba)    MBA:312782590",interpeduncular nucleus-lateral subnucleus (paxrat)    PAXRAT:412
,,,,,,,,,,,,,,,,,,,,,,,,,"Laterointermediate Area, Layer 6A (Mba)    MBA:312782594",interpeduncular nucleus-rostral subnucleus (paxrat)    PAXRAT:413
,,,,,,,,,,,,,,,,,,,,,,,,,"Laterointermediate Area, Layer 6B (Mba)    MBA:312782598",interpeduncular nucleus-rostrolateral subnucleus (paxrat)    PAXRAT:414
,,,,,,,,,,,,,,,,,,,,,,,,,Laterolateral Anterior Visual Area (Mba)    MBA:480149230,interpedunculotegmental tract (paxrat)    PAXRAT:415
,,,,,,,,,,,,,,,,,,,,,,,,,"Laterolateral Anterior Visual Area, Layer 1 (Mba)    MBA:480149234",interposed cerebellar nucleus-anterior part (paxrat)    PAXRAT:416
,,,,,,,,,,,,,,,,,,,,,,,,,"Laterolateral Anterior Visual Area, Layer 2/3 (Mba)    MBA:480149238",interposed cerebellar nucleus-dorsolateral hump (paxrat)    PAXRAT:417
,,,,,,,,,,,,,,,,,,,,,,,,,"Laterolateral Anterior Visual Area, Layer 4 (Mba)    MBA:480149242",interposed cerebellar nucleus-dorsomedial crest (paxrat)    PAXRAT:418
,,,,,,,,,,,,,,,,,,,,,,,,,"Laterolateral Anterior Visual Area, Layer 6A (Mba)    MBA:480149250",interposed cerebellar nucleus-posterior part (paxrat)    PAXRAT:419
,,,,,,,,,,,,,,,,,,,,,,,,,"Laterolateral Anterior Visual Area, Layer 6B (Mba)    MBA:480149254",interposed cerebellar nucleus-posterior parvicellular part (paxrat)    PAXRAT:420
,,,,,,,,,,,,,,,,,,,,,,,,,"Laterolateral Anterior Visual Area,Layer 5 (Mba)    MBA:480149246",interstitial nucleus of Cajal (paxrat)    PAXRAT:421
,,,,,,,,,,,,,,,,,,,,,,,,,"Layer 6B, Isocortex (Mba)    MBA:16",interstitial nucleus of Cajal-shell region (paxrat)    PAXRAT:422
,,,,,,,,,,,,,,,,,,,,,,,,,Linear Nucleus Of The Medulla (Mba)    MBA:203,interstitial nucleus of medial longitudinal fasciculus-greater part (paxrat)    PAXRAT:423
,,,,,,,,,,,,,,,,,,,,,,,,,Lingula (I) (Mba)    MBA:912,interstitial nucleus of the decussation of the superior cerebellar peduncle (paxrat)    PAXRAT:424
,,,,,,,,,,,,,,,,,,,,,,,,,"Lingula (I), Purkinje Layer (Mba)    MBA:10706",interstitial nucleus of the medial longitudinal fasciculus (paxrat)    PAXRAT:425
,,,,,,,,,,,,,,,,,,,,,,,,,"Lingula (I), Granular Layer (Mba)    MBA:10705",interstitial nucleus of the medulla (paxrat)    PAXRAT:426
,,,,,,,,,,,,,,,,,,,,,,,,,"Lingula (I), Molecular Layer (Mba)    MBA:10707",interstitial nucleus of the posterior limb of the anterior commissure (paxrat)    PAXRAT:427
,,,,,,,,,,,,,,,,,,,,,,,,,Lobule Ii (Mba)    MBA:976,interstitial nucleus of the posterior limb of the anterior commissure-lateral part (paxrat)    PAXRAT:428
,,,,,,,,,,,,,,,,,,,,,,,,,"Lobule Ii, Purkinje Layer (Mba)    MBA:10709",interstitial nucleus of the posterior limb of the anterior commissure-medial part (paxrat)    PAXRAT:429
,,,,,,,,,,,,,,,,,,,,,,,,,"Lobule Ii, Granular Layer (Mba)    MBA:10708",interstitial nucleus of the vestibulocochlear nerve (paxrat)    PAXRAT:430
,,,,,,,,,,,,,,,,,,,,,,,,,"Lobule Ii, Molecular Layer (Mba)    MBA:10710",intertrigeminal nucleus (paxrat)    PAXRAT:431
,,,,,,,,,,,,,,,,,,,,,,,,,Lobule Iii (Mba)    MBA:984,interventricular foramen (paxrat)    PAXRAT:432
,,,,,,,,,,,,,,,,,,,,,,,,,"Lobule Iii, Purkinje Layer (Mba)    MBA:10712",intramedullary thalamic area (paxrat)    PAXRAT:433
,,,,,,,,,,,,,,,,,,,,,,,,,"Lobule Iii, Granular Layer (Mba)    MBA:10711",islands of Calleja (paxrat)    PAXRAT:434
,,,,,,,,,,,,,,,,,,,,,,,,,"Lobule Iii, Molecular Layer (Mba)    MBA:10713",islands of Calleja-major island (paxrat)    PAXRAT:435
,,,,,,,,,,,,,,,,,,,,,,,,,Lobule Iv (Mba)    MBA:992,isthmic periaqueductal gray (paxrat)    PAXRAT:436
,,,,,,,,,,,,,,,,,,,,,,,,,"Lobule Iv, Purkinje Layer (Mba)    MBA:10715",isthmic reticular formation (paxrat)    PAXRAT:437
,,,,,,,,,,,,,,,,,,,,,,,,,"Lobule Iv, Granular Layer (Mba)    MBA:10714",juxtaolivary nucleus (paxrat)    PAXRAT:438
,,,,,,,,,,,,,,,,,,,,,,,,,"Lobule Iv, Molecular Layer (Mba)    MBA:10716",juxtaparaventricular part of lateral hypothalamus (paxrat)    PAXRAT:439
,,,,,,,,,,,,,,,,,,,,,,,,,Lobule V (Mba)    MBA:1001,juxtarestiform body (paxrat)    PAXRAT:440
,,,,,,,,,,,,,,,,,,,,,,,,,"Lobule V, Purkinje Layer (Mba)    MBA:10718",juxtatrigeminal area (paxrat)    PAXRAT:441
,,,,,,,,,,,,,,,,,,,,,,,,,"Lobule V, Granular Layer (Mba)    MBA:10717",lacunosum moleculare layer of the hippocampus (paxrat)    PAXRAT:443
,,,,,,,,,,,,,,,,,,,,,,,,,"Lobule V, Molecular Layer (Mba)    MBA:10719",lambdoid septal zone (paxrat)    PAXRAT:444
,,,,,,,,,,,,,,,,,,,,,,,,,Lobules Iv-V (Mba)    MBA:1091,lamina dissecans of the entorhinal cortex (paxrat)    PAXRAT:445
,,,,,,,,,,,,,,,,,,,,,,,,,"Lobules Iv-V, Purkinje Layer (Mba)    MBA:10721",lat amygdaloid nucleus (paxrat)    PAXRAT:446
,,,,,,,,,,,,,,,,,,,,,,,,,"Lobules Iv-V, Granular Layer (Mba)    MBA:10720",lateral (dentate) cerebellar nucleus (paxrat)    PAXRAT:447
,,,,,,,,,,,,,,,,,,,,,,,,,"Lobules Iv-V, Molecular Layer (Mba)    MBA:10722",lateral accumbens shell (paxrat)    PAXRAT:448
,,,,,,,,,,,,,,,,,,,,,,,,,Locus Ceruleus (Mba)    MBA:147,lateral amygdaloid nucleus-dorsolateral part (paxrat)    PAXRAT:449
,,,,,,,,,,,,,,,,,,,,,,,,,Magnocellular Nucleus (Mba)    MBA:298,lateral amygdaloid nucleus-ventrolateral part (paxrat)    PAXRAT:450
,,,,,,,,,,,,,,,,,,,,,,,,,Magnocellular Reticular Nucleus (Mba)    MBA:307,lateral amygdaloid nucleus-ventromedial part (paxrat)    PAXRAT:451
,,,,,,,,,,,,,,,,,,,,,,,,,Main Olfactory Bulb (Mba)    MBA:507,lateral cerebellar nucleus-parvicellular part (paxrat)    PAXRAT:452
,,,,,,,,,,,,,,,,,,,,,,,,,"Main Olfactory Bulb, Glomerular Layer (Mba)    MBA:212",lateral cervical nucleus of the spinal cord (paxrat)    PAXRAT:453
,,,,,,,,,,,,,,,,,,,,,,,,,"Main Olfactory Bulb, Granule Layer (Mba)    MBA:220",lateral entorhinal cortex (paxrat)    PAXRAT:454
,,,,,,,,,,,,,,,,,,,,,,,,,"Main Olfactory Bulb, Inner Plexiform Layer (Mba)    MBA:228",lateral globus pallidus (paxrat)    PAXRAT:455
,,,,,,,,,,,,,,,,,,,,,,,,,"Main Olfactory Bulb, Mitral Layer (Mba)    MBA:236",lateral habenular nucleus (paxrat)    PAXRAT:456
,,,,,,,,,,,,,,,,,,,,,,,,,"Main Olfactory Bulb, Outer Plexiform Layer (Mba)    MBA:244",lateral habenular nucleus-lateral part (paxrat)    PAXRAT:457
,,,,,,,,,,,,,,,,,,,,,,,,,Major Island Of Calleja (Mba)    MBA:489,lateral habenular nucleus-medial part (paxrat)    PAXRAT:458
,,,,,,,,,,,,,,,,,,,,,,,,,Mammillary Body (Mba)    MBA:331,lateral hypothalamic area (paxrat)    PAXRAT:459
,,,,,,,,,,,,,,,,,,,,,,,,,Medial Accesory Oculomotor Nucleus (Mba)    MBA:549009211,lateral lemniscus (paxrat)    PAXRAT:460
,,,,,,,,,,,,,,,,,,,,,,,,,Medial Amygdalar Nucleus (Mba)    MBA:403,lateral mammillary nucleus (paxrat)    PAXRAT:461
,,,,,,,,,,,,,,,,,,,,,,,,,"Medial Amygdalar Nucleus, Anterodorsal Part (Mba)    MBA:411",lateral olfactory tract (paxrat)    PAXRAT:462
,,,,,,,,,,,,,,,,,,,,,,,,,"Medial Amygdalar Nucleus, Anteroventral Part (Mba)    MBA:418",lateral orbital cortex (paxrat)    PAXRAT:463
,,,,,,,,,,,,,,,,,,,,,,,,,"Medial Amygdalar Nucleus, Posterodorsal Part (Mba)    MBA:426",lateral orbitofrontal artery (paxrat)    PAXRAT:464
,,,,,,,,,,,,,,,,,,,,,,,,,"Medial Amygdalar Nucleus, Posterodorsal Part, Sublayer A (Mba)    MBA:472",lateral parabrachial nucleus (paxrat)    PAXRAT:465
,,,,,,,,,,,,,,,,,,,,,,,,,"Medial Amygdalar Nucleus, Posterodorsal Part, Sublayer B (Mba)    MBA:480",lateral parabrachial nucleus-central part (paxrat)    PAXRAT:466
,,,,,,,,,,,,,,,,,,,,,,,,,"Medial Amygdalar Nucleus, Posterodorsal Part, Sublayer C (Mba)    MBA:487",lateral parabrachial nucleus-crescent part (paxrat)    PAXRAT:467
,,,,,,,,,,,,,,,,,,,,,,,,,"Medial Amygdalar Nucleus, Posteroventral Part (Mba)    MBA:435",lateral parabrachial nucleus-dorsal part (paxrat)    PAXRAT:468
,,,,,,,,,,,,,,,,,,,,,,,,,Medial Geniculate Complex (Mba)    MBA:475,lateral parabrachial nucleus-external part (paxrat)    PAXRAT:469
,,,,,,,,,,,,,,,,,,,,,,,,,"Medial Geniculate Complex, Dorsal Part (Mba)    MBA:1072",lateral parabrachial nucleus-internal part (paxrat)    PAXRAT:470
,,,,,,,,,,,,,,,,,,,,,,,,,"Medial Geniculate Complex, Medial Part (Mba)    MBA:1088",lateral parabrachial nucleus-medial part (paxrat)    PAXRAT:471
,,,,,,,,,,,,,,,,,,,,,,,,,"Medial Geniculate Complex, Ventral Part (Mba)    MBA:1079",lateral parabrachial nucleus-superior part (paxrat)    PAXRAT:472
,,,,,,,,,,,,,,,,,,,,,,,,,Medial Group Of The Dorsal Thalamus (Mba)    MBA:444,lateral parabrachial nucleus-ventral part (paxrat)    PAXRAT:473
,,,,,,,,,,,,,,,,,,,,,,,,,Medial Habenula (Mba)    MBA:483,lateral paragigantocellular nucleus (paxrat)    PAXRAT:474
,,,,,,,,,,,,,,,,,,,,,,,,,Medial Mammillary Nucleus (Mba)    MBA:491,lateral paragigantocellular nucleus-alpha part (paxrat)    PAXRAT:475
,,,,,,,,,,,,,,,,,,,,,,,,,"Medial Mammillary Nucleus, Dorsal Part (Mba)    MBA:606826659",lateral paragigantocellular nucleus-external part (paxrat)    PAXRAT:476
,,,,,,,,,,,,,,,,,,,,,,,,,"Medial Mammillary Nucleus, Lateral Part (Mba)    MBA:606826647",lateral parietal association cortex (paxrat)    PAXRAT:477
,,,,,,,,,,,,,,,,,,,,,,,,,"Medial Mammillary Nucleus, Medial Part (Mba)    MBA:606826651",lateral periaqueductal gray (paxrat)    PAXRAT:478
,,,,,,,,,,,,,,,,,,,,,,,,,"Medial Mammillary Nucleus, Median Part (Mba)    MBA:732",lateral pontine nucleus (paxrat)    PAXRAT:479
,,,,,,,,,,,,,,,,,,,,,,,,,"Medial Mammillary Nucleus, Posterior Part (Mba)    MBA:606826655",lateral posterior thalamic nucleus (paxrat)    PAXRAT:480
,,,,,,,,,,,,,,,,,,,,,,,,,Medial Preoptic Area (Mba)    MBA:523,lateral posterior thalamic nucleus-laterocaudal part (paxrat)    PAXRAT:481
,,,,,,,,,,,,,,,,,,,,,,,,,Medial Preoptic Nucleus (Mba)    MBA:515,lateral posterior thalamic nucleus-laterorostral part (paxrat)    PAXRAT:482
,,,,,,,,,,,,,,,,,,,,,,,,,"Medial Preoptic Nucleus, Central Part (Mba)    MBA:740",lateral posterior thalamic nucleus-mediocaudal part (paxrat)    PAXRAT:483
,,,,,,,,,,,,,,,,,,,,,,,,,"Medial Preoptic Nucleus, Lateral Part (Mba)    MBA:748",lateral posterior thalamic nucleus-mediorostral part (paxrat)    PAXRAT:484
,,,,,,,,,,,,,,,,,,,,,,,,,"Medial Preoptic Nucleus, Medial Part (Mba)    MBA:756",lateral preoptic area (paxrat)    PAXRAT:485
,,,,,,,,,,,,,,,,,,,,,,,,,Medial Pretectal Area (Mba)    MBA:531,lateral recess of the 4th ventricle (paxrat)    PAXRAT:486
,,,,,,,,,,,,,,,,,,,,,,,,,Medial Septal Complex (Mba)    MBA:904,lateral reticular nucleus (paxrat)    PAXRAT:487
,,,,,,,,,,,,,,,,,,,,,,,,,Medial Septal Nucleus (Mba)    MBA:564,lateral reticular nucleus-parvicellular part (paxrat)    PAXRAT:488
,,,,,,,,,,,,,,,,,,,,,,,,,Medial Terminal Nucleus Of The Accessory Optic Tract (Mba)    MBA:58,lateral reticular nucleus-subtrigeminal part (paxrat)    PAXRAT:489
,,,,,,,,,,,,,,,,,,,,,,,,,Medial Vestibular Nucleus (Mba)    MBA:202,lateral septal nucleus (paxrat)    PAXRAT:490
,,,,,,,,,,,,,,,,,,,,,,,,,Medial Visual Area (Mba)    MBA:480149314,lateral septal nucleus-dorsal part (paxrat)    PAXRAT:491
,,,,,,,,,,,,,,,,,,,,,,,,,"Medial Visual Area, Layer 1 (Mba)    MBA:480149318",lateral septal nucleus-intermediate part (paxrat)    PAXRAT:492
,,,,,,,,,,,,,,,,,,,,,,,,,"Medial Visual Area, Layer 2/3 (Mba)    MBA:480149322",lateral septal nucleus-ventral part (paxrat)    PAXRAT:493
,,,,,,,,,,,,,,,,,,,,,,,,,"Medial Visual Area, Layer 4 (Mba)    MBA:480149326",lateral spinal nucleus (paxrat)    PAXRAT:494
,,,,,,,,,,,,,,,,,,,,,,,,,"Medial Visual Area, Layer 6A (Mba)    MBA:480149334",lateral stripe of the striatum (paxrat)    PAXRAT:495
,,,,,,,,,,,,,,,,,,,,,,,,,"Medial Visual Area, Layer 6B (Mba)    MBA:480149338",lateral superior olive (paxrat)    PAXRAT:496
,,,,,,,,,,,,,,,,,,,,,,,,,"Medial Visual Area,Layer 5 (Mba)    MBA:480149330",lateral tegmental tract (paxrat)    PAXRAT:497
,,,,,,,,,,,,,,,,,,,,,,,,,Median Eminence (Mba)    MBA:10671,lateral terminal nucleus of the accessory optic tract (paxrat)    PAXRAT:498
,,,,,,,,,,,,,,,,,,,,,,,,,Median Preoptic Nucleus (Mba)    MBA:452,lateral ventricle (paxrat)    PAXRAT:499
,,,,,,,,,,,,,,,,,,,,,,,,,Mediodorsal Nucleus Of Thalamus (Mba)    MBA:362,lateral vestibular nucleus (paxrat)    PAXRAT:500
,,,,,,,,,,,,,,,,,,,,,,,,,"Mediodorsal Nucleus Of The Thalamus, Central Part (Mba)    MBA:617",lateral vestibulospinal tract (paxrat)    PAXRAT:501
,,,,,,,,,,,,,,,,,,,,,,,,,"Mediodorsal Nucleus Of The Thalamus, Lateral Part (Mba)    MBA:626",lateroanterior hypothalamic nucleus (paxrat)    PAXRAT:502
,,,,,,,,,,,,,,,,,,,,,,,,,"Mediodorsal Nucleus Of The Thalamus, Medial Part (Mba)    MBA:636",laterodorsal tegmental nucleus (paxrat)    PAXRAT:503
,,,,,,,,,,,,,,,,,,,,,,,,,Mediomedial Anterior Visual Area (Mba)    MBA:480149258,laterodorsal tegmental nucleus-ventral part (paxrat)    PAXRAT:504
